,date,region,frequency,estimated unemployment rate (%),estimated employed,estimated labour participation rate (%),area,year,month,COVID_Impact,Rolling_Unemployment,diff
0,2019-05-31,Andhra Pradesh, Monthly,3.65,11999139.0,43.24,Rural,2019.0,May,0,,
29,2019-05-31,Madhya Pradesh,Monthly,3.91,6692720.0,38.96,Urban,2019.0,May,0,,0.26000000000000023
30,2019-05-31,Tamil Nadu, Monthly,0.97,15844698.0,49.44,Rural,2019.0,May,0,2.8433333333333333,-2.9400000000000004
31,2019-05-31,Rajasthan, Monthly,4.03,15226005.0,38.52,Rural,2019.0,May,0,2.97,3.0600000000000005
32,2019-05-31,Punjab, Monthly,9.17,6088547.0,44.79,Rural,2019.0,May,0,4.723333333333334,5.14
33,2019-05-31,Tamil Nadu,Monthly,0.89,11798080.0,37.31,Urban,2019.0,May,0,4.696666666666667,-8.28
34,2019-05-31,Puducherry, Monthly,0.0,172474.0,43.08,Rural,2019.0,May,0,3.3533333333333335,-0.89
35,2019-05-31,Odisha, Monthly,4.17,11155753.0,40.47,Rural,2019.0,May,0,1.6866666666666665,4.17
36,2019-05-31,Meghalaya, Monthly,3.16,1119011.0,66.13,Rural,2019.0,May,0,2.4433333333333334,-1.0099999999999998
37,2019-05-31,Telangana,Monthly,1.52,5560649.0,44.59,Urban,2019.0,May,0,2.9499999999999997,-1.6400000000000001
38,2019-05-31,Maharashtra, Monthly,3.67,23896858.0,47.11,Rural,2019.0,May,0,2.783333333333333,2.15
40,2019-05-31,Kerala, Monthly,6.63,5184355.0,38.07,Rural,2019.0,May,0,3.94,2.96
28,2019-05-31,Uttarakhand, Monthly,1.63,2108044.0,37.47,Rural,2019.0,May,0,3.9766666666666666,-5.0
41,2019-05-31,Telangana, Monthly,2.23,11053353.0,61.74,Rural,2019.0,May,0,3.4966666666666666,0.6000000000000001
43,2019-05-31,Tripura,Monthly,34.69,423127.0,69.5,Urban,2019.0,May,0,12.85,32.46
44,2019-05-31,Goa, Monthly,2.91,179340.0,39.16,Rural,2019.0,May,0,13.276666666666666,-31.779999999999998
45,2019-05-31,Tripura, Monthly,29.25,1019549.0,64.47,Rural,2019.0,May,0,22.28333333333333,26.34
46,2019-05-31,Gujarat, Monthly,2.88,13954728.0,52.03,Rural,2019.0,May,0,11.68,-26.37
47,2019-05-31,Uttarakhand,Monthly,9.17,676797.0,26.33,Urban,2019.0,May,0,13.766666666666666,6.29
48,2019-05-31,Rajasthan,Monthly,13.62,5108436.0,39.44,Urban,2019.0,May,0,8.556666666666667,4.449999999999999
49,2019-05-31,Himachal Pradesh, Monthly,13.68,2045760.0,44.23,Rural,2019.0,May,0,12.156666666666666,0.0600000000000005
50,2019-05-31,Uttar Pradesh,Monthly,14.4,13391244.0,40.43,Urban,2019.0,May,0,13.9,0.7200000000000006
51,2019-05-31,Jammu & Kashmir, Monthly,12.78,2495186.0,40.57,Rural,2019.0,May,0,13.62,-1.620000000000001
52,2019-05-31,Jharkhand, Monthly,7.11,7035766.0,39.04,Rural,2019.0,May,0,11.43,-5.669999999999999
53,2019-05-31,Haryana, Monthly,14.54,5249186.0,45.12,Rural,2019.0,May,0,11.476666666666667,7.429999999999999
42,2019-05-31,Karnataka, Monthly,5.46,13911440.0,46.36,Rural,2019.0,May,0,9.036666666666667,-9.079999999999998
27,2019-05-31,Chhattisgarh,Monthly,9.77,2223129.0,45.61,Urban,2019.0,May,0,9.923333333333334,4.31
39,2019-05-31,Madhya Pradesh, Monthly,3.63,15349838.0,37.97,Rural,2019.0,May,0,6.286666666666666,-6.14
25,2019-05-31,Bihar,Monthly,19.9,3029344.0,39.8,Urban,2019.0,May,0,11.1,16.27
26,2019-05-31,Kerala,Monthly,6.11,4605913.0,36.65,Urban,2019.0,May,0,9.879999999999999,-13.79
2,2019-05-31,Jharkhand,Monthly,17.23,2404033.0,43.25,Urban,2019.0,May,0,14.413333333333332,11.120000000000001
3,2019-05-31,Jammu & Kashmir,Monthly,23.04,1130139.0,46.74,Urban,2019.0,May,0,15.459999999999999,5.809999999999999
4,2019-05-31,Himachal Pradesh,Monthly,10.88,245668.0,45.27,Urban,2019.0,May,0,17.05,-12.159999999999998
5,2019-05-31,Meghalaya,Monthly,8.4,228978.0,47.79,Urban,2019.0,May,0,14.10666666666667,-2.4800000000000004
6,2019-05-31,Haryana,Monthly,24.67,2693596.0,43.18,Urban,2019.0,May,0,14.65,16.270000000000003
7,2019-05-31,Gujarat,Monthly,4.09,9686558.0,41.67,Urban,2019.0,May,0,12.386666666666665,-20.580000000000002
8,2019-05-31,Goa,Monthly,2.75,264855.0,34.17,Urban,2019.0,May,0,10.503333333333334,-1.3399999999999999
9,2019-05-31,Odisha,Monthly,2.95,2519582.0,41.26,Urban,2019.0,May,0,3.263333333333333,0.20000000000000018
10,2019-05-31,Delhi,Monthly,12.31,5756475.0,44.17,Urban,2019.0,May,0,6.003333333333334,9.36
11,2019-05-31,Chandigarh,Monthly,18.35,348042.0,44.89,Urban,2019.0,May,0,11.203333333333333,6.040000000000001
12,2019-05-31,Karnataka,Monthly,6.56,8638239.0,40.62,Urban,2019.0,May,0,12.406666666666668,-11.790000000000003
1,2019-05-31,Maharashtra,Monthly,6.08,16962574.0,38.3,Urban,2019.0,May,0,10.33,-0.47999999999999954
14,2019-05-31,Assam,Monthly,7.87,1671707.0,44.92,Urban,2019.0,May,0,6.836666666666666,1.79
13,2019-05-31,Puducherry,Monthly,1.25,283905.0,35.71,Urban,2019.0,May,0,5.066666666666667,-6.62
23,2019-05-31,Bihar, Monthly,9.27,24322330.0,39.75,Rural,2019.0,May,0,6.13,8.02
22,2019-05-31,Chhattisgarh, Monthly,9.82,6259019.0,42.89,Rural,2019.0,May,0,6.78,0.5500000000000007
21,2019-05-31,West Bengal,Monthly,7.25,11306177.0,46.37,Urban,2019.0,May,0,8.78,-2.5700000000000003
20,2019-05-31,Sikkim,Monthly,8.2,89587.0,48.61,Urban,2019.0,May,0,8.423333333333334,0.9499999999999993
24,2019-05-31,Assam, Monthly,4.29,11749334.0,57.39,Rural,2019.0,May,0,6.579999999999999,-3.9099999999999993
18,2019-05-31,Uttar Pradesh, Monthly,10.26,43287808.0,39.96,Rural,2019.0,May,0,7.583333333333333,5.97
17,2019-05-31,West Bengal, Monthly,6.02,23452875.0,46.41,Rural,2019.0,May,0,6.8566666666666665,-4.24
16,2019-05-31,Punjab,Monthly,13.49,3289918.0,40.03,Urban,2019.0,May,0,9.923333333333334,7.470000000000001
15,2019-05-31,Andhra Pradesh,Monthly,6.09,4788661.0,37.45,Urban,2019.0,May,0,8.533333333333333,-7.4
19,2019-05-31,Delhi, Monthly,12.56,169487.0,42.33,Rural,2019.0,May,0,10.713333333333333,6.470000000000001
92,2019-06-30,Rajasthan,Monthly,14.36,5241174.0,40.73,Urban,2019.0,June,0,11.003333333333332,1.799999999999999
91,2019-06-30,Jharkhand,Monthly,20.51,2326911.0,43.51,Urban,2019.0,June,0,15.810000000000002,6.150000000000002
90,2019-06-30,Andhra Pradesh,Monthly,3.8,4824630.0,36.76,Urban,2019.0,June,0,12.89,-16.71
83,2019-06-30,Odisha, Monthly,4.71,10965154.0,39.94,Rural,2019.0,June,0,9.673333333333334,0.9100000000000001
89,2019-06-30,Punjab,Monthly,13.17,3307798.0,40.02,Urban,2019.0,June,0,7.226666666666667,8.46
87,2019-06-30,West Bengal, Monthly,5.85,25543465.0,50.36,Rural,2019.0,June,0,7.909999999999999,-7.32
86,2019-06-30,Meghalaya, Monthly,4.23,1024797.0,61.09,Rural,2019.0,June,0,7.75,-1.6199999999999992
85,2019-06-30,Uttarakhand, Monthly,4.65,2021553.0,37.01,Rural,2019.0,June,0,4.91,0.41999999999999993
84,2019-06-30,Haryana, Monthly,23.08,4745178.0,45.23,Rural,2019.0,June,0,10.653333333333334,18.43
94,2019-06-30,Assam,Monthly,9.89,1647342.0,45.17,Urban,2019.0,June,0,12.540000000000001,-13.189999999999998
88,2019-06-30,Telangana,Monthly,1.43,5683349.0,45.43,Urban,2019.0,June,0,11.466666666666669,-8.46
95,2019-06-30,Tamil Nadu,Monthly,1.56,12318745.0,39.16,Urban,2019.0,June,0,4.293333333333335,0.13000000000000012
101,2019-06-30,Sikkim,Monthly,7.76,89702.0,48.13,Urban,2019.0,June,0,3.5833333333333344,6.199999999999999
97,2019-06-30,Jammu & Kashmir, Monthly,12.09,2423742.0,39.02,Rural,2019.0,June,0,7.136666666666668,4.33
98,2019-06-30,Karnataka,Monthly,5.0,8862498.0,40.89,Urban,2019.0,June,0,8.283333333333335,-7.09
99,2019-06-30,Tripura, Monthly,26.64,1107013.0,67.4,Rural,2019.0,June,0,14.576666666666668,21.64
100,2019-06-30,Madhya Pradesh,Monthly,6.38,6509340.0,38.8,Urban,2019.0,June,0,12.673333333333334,-20.26
102,2019-06-30,Himachal Pradesh, Monthly,11.43,1957081.0,41.18,Rural,2019.0,June,0,14.816666666666668,5.05
103,2019-06-30,Tamil Nadu, Monthly,0.92,16375303.0,50.99,Rural,2019.0,June,0,6.243333333333335,-10.51
104,2019-06-30,Maharashtra,Monthly,6.46,17375053.0,39.3,Urban,2019.0,June,0,6.2700000000000005,5.54
105,2019-06-30,Telangana, Monthly,5.92,10728822.0,62.19,Rural,2019.0,June,0,4.4333333333333345,-0.54
106,2019-06-30,Puducherry, Monthly,0.0,184527.0,45.95,Rural,2019.0,June,0,4.126666666666668,-5.92
107,2019-06-30,Bihar, Monthly,10.2,24097712.0,39.71,Rural,2019.0,June,0,5.373333333333334,10.2
82,2019-06-30,Uttar Pradesh, Monthly,11.13,42276572.0,39.32,Rural,2019.0,June,0,7.11,0.9300000000000015
96,2019-06-30,Rajasthan, Monthly,13.7,14610564.0,41.02,Rural,2019.0,June,0,11.676666666666668,2.5699999999999985
81,2019-06-30,Chhattisgarh, Monthly,6.76,6608626.0,43.71,Rural,2019.0,June,0,10.530000000000001,-6.9399999999999995
93,2019-06-30,Karnataka, Monthly,5.98,12888490.0,43.12,Rural,2019.0,June,0,8.813333333333333,-0.7799999999999994
79,2019-06-30,Uttar Pradesh,Monthly,11.62,13624452.0,39.75,Urban,2019.0,June,0,8.12,5.639999999999999
55,2019-06-30,Delhi,Monthly,12.76,5550172.0,42.71,Urban,2019.0,June,0,10.120000000000001,1.1400000000000006
56,2019-06-30,Tripura,Monthly,25.59,408738.0,58.8,Urban,2019.0,June,0,16.656666666666666,12.83
57,2019-06-30,Punjab, Monthly,12.21,6025235.0,45.79,Rural,2019.0,June,0,16.853333333333335,-13.379999999999999
58,2019-06-30,Haryana,Monthly,20.42,2845190.0,43.06,Urban,2019.0,June,0,19.406666666666666,8.21
59,2019-06-30,Kerala, Monthly,9.0,5605627.0,42.19,Rural,2019.0,June,0,13.87666666666667,-11.420000000000002
60,2019-06-30,Jammu & Kashmir,Monthly,19.88,1139815.0,45.17,Urban,2019.0,June,0,16.433333333333334,10.879999999999999
61,2019-06-30,Goa,Monthly,13.33,304015.0,43.96,Urban,2019.0,June,0,14.07,-6.549999999999999
62,2019-06-30,Gujarat, Monthly,4.77,13199281.0,50.12,Rural,2019.0,June,0,12.660000000000002,-8.56
63,2019-06-30,West Bengal,Monthly,7.38,10611498.0,43.51,Urban,2019.0,June,0,8.493333333333334,2.6100000000000003
64,2019-06-30,Odisha,Monthly,2.63,2356290.0,38.39,Urban,2019.0,June,0,4.926666666666668,-4.75
65,2019-06-30,Delhi, Monthly,9.33,149076.0,35.74,Rural,2019.0,June,0,6.446666666666668,6.7
66,2019-06-30,Maharashtra, Monthly,4.34,23056511.0,45.69,Rural,2019.0,June,0,5.4333333333333345,-4.99
54,2019-06-30,Kerala,Monthly,6.67,4678374.0,37.42,Urban,2019.0,June,0,6.780000000000001,2.33
80,2019-06-30,Goa, Monthly,5.45,170471.0,38.19,Rural,2019.0,June,0,5.486666666666668,-1.2199999999999998
78,2019-06-30,Madhya Pradesh, Monthly,4.25,16294794.0,40.48,Rural,2019.0,June,0,5.456666666666668,-1.2000000000000002
77,2019-06-30,Jharkhand, Monthly,8.46,7319782.0,41.12,Rural,2019.0,June,0,6.053333333333335,4.210000000000001
76,2019-06-30,Gujarat,Monthly,6.31,10144965.0,44.57,Urban,2019.0,June,0,6.3400000000000025,-2.1500000000000012
67,2019-06-30,Meghalaya,Monthly,8.66,231252.0,48.29,Urban,2019.0,June,0,7.810000000000002,2.3500000000000005
74,2019-06-30,Puducherry,Monthly,0.0,304369.0,37.73,Urban,2019.0,June,0,4.990000000000002,-8.66
75,2019-06-30,Chhattisgarh,Monthly,11.77,2192020.0,45.88,Urban,2019.0,June,0,6.810000000000002,11.77
72,2019-06-30,Bihar,Monthly,13.29,3248864.0,39.35,Urban,2019.0,June,0,8.353333333333335,1.5199999999999996
71,2019-06-30,Andhra Pradesh, Monthly,3.05,11755881.0,42.05,Rural,2019.0,June,0,9.370000000000003,-10.239999999999998
70,2019-06-30,Himachal Pradesh,Monthly,21.43,237576.0,49.58,Urban,2019.0,June,0,12.590000000000003,18.38
69,2019-06-30,Assam, Monthly,5.08,8923222.0,43.87,Rural,2019.0,June,0,9.853333333333337,-16.35
68,2019-06-30,Chandigarh,Monthly,12.4,337145.0,40.44,Urban,2019.0,June,0,12.970000000000004,7.32
73,2019-06-30,Uttarakhand,Monthly,4.69,906889.0,33.54,Urban,2019.0,June,0,7.390000000000003,-7.71
145,2019-07-31,Madhya Pradesh, Monthly,3.92,16274707.0,40.2,Rural,2019.0,July,0,7.0033333333333365,-0.7700000000000005
144,2019-07-31,Meghalaya, Monthly,1.03,1158511.0,66.67,Rural,2019.0,July,0,3.213333333333336,-2.8899999999999997
143,2019-07-31,Kerala, Monthly,4.95,4855393.0,34.96,Rural,2019.0,July,0,3.3000000000000025,3.92
142,2019-07-31,Maharashtra, Monthly,3.66,24843750.0,48.8,Rural,2019.0,July,0,3.213333333333336,-1.29
136,2019-07-31,Assam, Monthly,4.26,9911534.0,48.21,Rural,2019.0,July,0,4.290000000000003,0.5999999999999996
140,2019-07-31,Puducherry, Monthly,0.0,139227.0,34.56,Rural,2019.0,July,0,2.6400000000000023,-4.26
139,2019-07-31,Odisha, Monthly,3.31,12009883.0,43.05,Rural,2019.0,July,0,2.5233333333333356,3.31
138,2019-07-31,Tripura,Monthly,25.81,410583.0,59.1,Urban,2019.0,July,0,9.706666666666669,22.5
137,2019-07-31,Bihar,Monthly,16.41,3059744.0,38.36,Urban,2019.0,July,0,15.17666666666667,-9.399999999999999
146,2019-07-31,Telangana,Monthly,3.73,5432503.0,44.36,Urban,2019.0,July,0,15.316666666666668,-12.68
141,2019-07-31,Tamil Nadu,Monthly,3.18,12054414.0,38.89,Urban,2019.0,July,0,7.773333333333337,-0.5499999999999998
147,2019-07-31,West Bengal,Monthly,7.91,10779829.0,44.38,Urban,2019.0,July,0,4.940000000000004,4.73
161,2019-07-31,Goa,Monthly,12.28,280367.0,40.0,Urban,2019.0,July,0,7.790000000000004,4.369999999999999
149,2019-07-31,Andhra Pradesh, Monthly,3.75,12086707.0,43.5,Rural,2019.0,July,0,7.980000000000004,-8.53
150,2019-07-31,Karnataka,Monthly,2.29,8738029.0,39.09,Urban,2019.0,July,0,6.10666666666667,-1.46
151,2019-07-31,Tripura, Monthly,22.47,1052597.0,60.54,Rural,2019.0,July,0,9.503333333333337,20.18
152,2019-07-31,Chhattisgarh,Monthly,8.17,2285436.0,45.85,Urban,2019.0,July,0,10.976666666666672,-14.299999999999999
153,2019-07-31,Odisha,Monthly,1.78,2542237.0,40.99,Urban,2019.0,July,0,10.806666666666672,-6.39
155,2019-07-31,Jammu & Kashmir,Monthly,21.55,1183770.0,47.8,Urban,2019.0,July,0,10.500000000000005,19.77
156,2019-07-31,Chandigarh,Monthly,21.8,294379.0,39.47,Urban,2019.0,July,0,15.043333333333337,0.25
157,2019-07-31,Gujarat,Monthly,5.15,9828023.0,42.54,Urban,2019.0,July,0,16.16666666666667,-16.65
158,2019-07-31,Haryana,Monthly,25.45,2405973.0,38.77,Urban,2019.0,July,0,17.466666666666672,20.299999999999997
159,2019-07-31,Meghalaya,Monthly,4.43,284015.0,56.55,Urban,2019.0,July,0,11.676666666666671,-21.02
160,2019-07-31,Himachal Pradesh,Monthly,21.51,235894.0,49.22,Urban,2019.0,July,0,17.130000000000006,17.080000000000002
135,2019-07-31,Punjab, Monthly,9.64,6308129.0,46.5,Rural,2019.0,July,0,11.860000000000005,-11.870000000000001
148,2019-07-31,Madhya Pradesh,Monthly,7.38,6266446.0,37.67,Urban,2019.0,July,0,12.843333333333339,-2.2600000000000007
154,2019-07-31,Delhi,Monthly,14.68,5393091.0,42.34,Urban,2019.0,July,0,10.56666666666667,7.3
134,2019-07-31,Uttarakhand,Monthly,6.94,859900.0,32.48,Urban,2019.0,July,0,9.66666666666667,-7.739999999999999
132,2019-07-31,Puducherry,Monthly,0.0,281117.0,34.77,Urban,2019.0,July,0,7.2066666666666706,-6.94
133,2019-07-31,Assam,Monthly,3.21,1739838.0,44.32,Urban,2019.0,July,0,3.383333333333337,3.21
108,2019-07-31,Tamil Nadu, Monthly,6.01,16455928.0,53.94,Rural,2019.0,July,0,3.0733333333333364,2.8
109,2019-07-31,Telangana, Monthly,2.45,11538688.0,64.4,Rural,2019.0,July,0,3.8900000000000037,-3.5599999999999996
110,2019-07-31,Maharashtra,Monthly,6.35,17215677.0,38.81,Urban,2019.0,July,0,4.93666666666667,3.8999999999999995
111,2019-07-31,Rajasthan,Monthly,11.67,5372470.0,40.38,Urban,2019.0,July,0,6.823333333333338,5.32
112,2019-07-31,Andhra Pradesh,Monthly,5.64,4657443.0,36.1,Urban,2019.0,July,0,7.886666666666669,-6.03
113,2019-07-31,Uttarakhand, Monthly,5.74,2000524.0,36.97,Rural,2019.0,July,0,7.683333333333337,0.10000000000000053
115,2019-07-31,West Bengal, Monthly,5.62,24857807.0,48.78,Rural,2019.0,July,0,5.6666666666666705,-0.1200000000000001
116,2019-07-31,Jharkhand,Monthly,15.67,2434579.0,42.82,Urban,2019.0,July,0,9.010000000000003,10.05
117,2019-07-31,Rajasthan, Monthly,9.7,14859873.0,39.78,Rural,2019.0,July,0,10.330000000000004,-5.970000000000001
118,2019-07-31,Uttar Pradesh, Monthly,9.19,42697000.0,38.78,Rural,2019.0,July,0,11.520000000000003,-0.5099999999999998
119,2019-07-31,Bihar, Monthly,13.44,23248875.0,39.66,Rural,2019.0,July,0,10.776666666666669,4.25
114,2019-07-31,Punjab,Monthly,11.61,3592442.0,42.62,Urban,2019.0,July,0,11.413333333333336,-1.83
121,2019-07-31,Kerala,Monthly,7.58,4105211.0,33.13,Urban,2019.0,July,0,10.87666666666667,-4.029999999999999
120,2019-07-31,Delhi, Monthly,11.07,166605.0,40.53,Rural,2019.0,July,0,10.086666666666671,3.49
130,2019-07-31,Uttar Pradesh,Monthly,11.8,13862431.0,40.43,Urban,2019.0,July,0,10.150000000000004,0.7300000000000004
129,2019-07-31,Jharkhand, Monthly,9.98,6958404.0,39.66,Rural,2019.0,July,0,10.950000000000003,-1.8200000000000003
128,2019-07-31,Chhattisgarh, Monthly,4.54,6753622.0,43.53,Rural,2019.0,July,0,8.773333333333337,-5.44
127,2019-07-31,Himachal Pradesh, Monthly,20.59,1916824.0,44.91,Rural,2019.0,July,0,11.703333333333338,16.05
131,2019-07-31,Karnataka, Monthly,0.52,12169808.0,38.42,Rural,2019.0,July,0,8.550000000000002,-20.07
125,2019-07-31,Goa, Monthly,10.98,167437.0,39.81,Rural,2019.0,July,0,10.69666666666667,10.46
124,2019-07-31,Gujarat, Monthly,4.58,14327083.0,54.21,Rural,2019.0,July,0,5.360000000000004,-6.4
123,2019-07-31,Haryana, Monthly,16.22,4826560.0,42.17,Rural,2019.0,July,0,10.593333333333337,11.639999999999999
122,2019-07-31,Sikkim,Monthly,2.56,108334.0,54.67,Urban,2019.0,July,0,7.78666666666667,-13.659999999999998
126,2019-07-31,Jammu & Kashmir, Monthly,13.67,2549316.0,41.71,Rural,2019.0,July,0,10.81666666666667,11.11
200,2019-08-31,Assam, Monthly,5.79,9292039.0,45.83,Rural,2019.0,August,0,7.340000000000003,-7.88
199,2019-08-31,Sikkim,Monthly,4.82,90850.0,46.63,Urban,2019.0,August,0,8.093333333333337,-0.9699999999999998
198,2019-08-31,Puducherry,Monthly,8.95,312882.0,42.41,Urban,2019.0,August,0,6.520000000000003,4.129999999999999
197,2019-08-31,Assam,Monthly,10.39,1595582.0,43.81,Urban,2019.0,August,0,8.053333333333336,1.4400000000000013
196,2019-08-31,Gujarat, Monthly,3.7,13507342.0,50.57,Rural,2019.0,August,0,7.680000000000003,-6.69
194,2019-08-31,Andhra Pradesh,Monthly,4.61,4743179.0,36.29,Urban,2019.0,August,0,6.233333333333337,0.9100000000000001
193,2019-08-31,Jharkhand,Monthly,20.25,2335406.0,43.35,Urban,2019.0,August,0,9.520000000000003,15.64
192,2019-08-31,Meghalaya, Monthly,0.52,1065725.0,60.86,Rural,2019.0,August,0,8.460000000000003,-19.73
191,2019-08-31,Punjab, Monthly,6.69,6183427.0,44.08,Rural,2019.0,August,0,9.153333333333338,6.17
201,2019-08-31,Andhra Pradesh, Monthly,3.32,12285693.0,43.97,Rural,2019.0,August,0,3.510000000000004,-3.3700000000000006
195,2019-08-31,Rajasthan, Monthly,12.5,15052051.0,41.48,Rural,2019.0,August,0,7.503333333333337,9.18
202,2019-08-31,Punjab,Monthly,11.99,3499863.0,41.61,Urban,2019.0,August,0,9.270000000000003,-0.5099999999999998
190,2019-08-31,West Bengal, Monthly,5.58,24924827.0,48.79,Rural,2019.0,August,0,10.023333333333337,-6.41
204,2019-08-31,Haryana, Monthly,30.94,4558306.0,48.23,Rural,2019.0,August,0,16.170000000000005,25.36
205,2019-08-31,Odisha, Monthly,3.68,11727659.0,42.13,Rural,2019.0,August,0,13.400000000000004,-27.26
206,2019-08-31,Maharashtra,Monthly,7.57,16602767.0,37.84,Urban,2019.0,August,0,14.063333333333338,3.89
207,2019-08-31,Rajasthan,Monthly,14.71,5195170.0,40.34,Urban,2019.0,August,0,8.653333333333338,7.140000000000001
208,2019-08-31,Telangana, Monthly,1.4,10743959.0,59.23,Rural,2019.0,August,0,7.893333333333337,-13.31
209,2019-08-31,Tamil Nadu,Monthly,9.53,11933093.0,41.13,Urban,2019.0,August,0,8.54666666666667,8.129999999999999
210,2019-08-31,Jammu & Kashmir, Monthly,11.32,2778624.0,44.17,Rural,2019.0,August,0,7.4166666666666705,1.790000000000001
211,2019-08-31,Uttar Pradesh,Monthly,14.73,13580241.0,40.87,Urban,2019.0,August,0,11.860000000000005,3.41
212,2019-08-31,Puducherry, Monthly,4.85,183930.0,47.83,Rural,2019.0,August,0,10.300000000000004,-9.88
213,2019-08-31,Tamil Nadu, Monthly,2.91,16463931.0,52.17,Rural,2019.0,August,0,7.49666666666667,-1.9399999999999995
214,2019-08-31,Uttar Pradesh, Monthly,11.47,43298746.0,40.24,Rural,2019.0,August,0,6.410000000000004,8.56
203,2019-08-31,Karnataka, Monthly,0.37,12686470.0,39.93,Rural,2019.0,August,0,4.9166666666666705,-11.100000000000001
189,2019-08-31,Chhattisgarh, Monthly,4.64,6607694.0,42.55,Rural,2019.0,August,0,5.493333333333337,4.27
174,2019-08-31,Bihar, Monthly,11.0,22260203.0,36.85,Rural,2019.0,August,0,5.3366666666666704,6.36
187,2019-08-31,Himachal Pradesh, Monthly,18.56,1969248.0,44.91,Rural,2019.0,August,0,11.400000000000004,7.559999999999999
163,2019-08-31,Gujarat,Monthly,4.2,10228154.0,43.72,Urban,2019.0,August,0,11.253333333333337,-14.36
164,2019-08-31,West Bengal,Monthly,7.27,11456493.0,46.77,Urban,2019.0,August,0,10.010000000000003,3.0699999999999994
165,2019-08-31,Odisha,Monthly,3.5,2456983.0,40.25,Urban,2019.0,August,0,4.990000000000003,-3.7699999999999996
166,2019-08-31,Uttarakhand,Monthly,7.43,823967.0,31.21,Urban,2019.0,August,0,6.06666666666667,3.9299999999999997
167,2019-08-31,Delhi,Monthly,13.52,5552510.0,42.9,Urban,2019.0,August,0,8.150000000000004,6.09
168,2019-08-31,Jharkhand, Monthly,12.06,7015356.0,40.83,Rural,2019.0,August,0,11.003333333333337,-1.459999999999999
169,2019-08-31,Karnataka,Monthly,1.27,8614340.0,38.04,Urban,2019.0,August,0,8.950000000000005,-10.790000000000001
170,2019-08-31,Tripura, Monthly,25.49,975501.0,58.29,Rural,2019.0,August,0,12.940000000000003,24.22
171,2019-08-31,Kerala,Monthly,7.69,4448650.0,35.91,Urban,2019.0,August,0,11.483333333333336,-17.799999999999997
172,2019-08-31,Maharashtra, Monthly,3.76,26835389.0,52.67,Rural,2019.0,August,0,12.313333333333338,-3.9300000000000006
173,2019-08-31,Madhya Pradesh, Monthly,4.94,16559137.0,41.25,Rural,2019.0,August,0,5.463333333333337,1.1800000000000006
188,2019-08-31,Uttarakhand, Monthly,6.11,1911380.0,35.39,Rural,2019.0,August,0,4.93666666666667,1.17
162,2019-08-31,Kerala, Monthly,10.32,5233449.0,39.9,Rural,2019.0,August,0,7.1233333333333375,4.21
176,2019-08-31,Goa, Monthly,1.98,183603.0,39.61,Rural,2019.0,August,0,6.13666666666667,-8.34
177,2019-08-31,Chhattisgarh,Monthly,6.29,2392400.0,46.91,Urban,2019.0,August,0,6.19666666666667,4.3100000000000005
178,2019-08-31,Himachal Pradesh,Monthly,24.48,236315.0,51.17,Urban,2019.0,August,0,10.916666666666671,18.19
179,2019-08-31,Telangana,Monthly,4.19,5544693.0,45.39,Urban,2019.0,August,0,11.653333333333336,-20.29
180,2019-08-31,Bihar,Monthly,17.66,2994763.0,38.03,Urban,2019.0,August,0,15.443333333333337,13.469999999999999
181,2019-08-31,Delhi, Monthly,17.18,135407.0,35.21,Rural,2019.0,August,0,13.010000000000005,-0.4800000000000004
182,2019-08-31,Madhya Pradesh,Monthly,6.82,6809834.0,40.6,Urban,2019.0,August,0,13.88666666666667,-10.36
183,2019-08-31,Tripura,Monthly,33.45,368977.0,59.07,Urban,2019.0,August,0,19.150000000000002,26.630000000000003
184,2019-08-31,Haryana,Monthly,24.19,2523005.0,39.87,Urban,2019.0,August,0,21.486666666666668,-9.260000000000002
185,2019-08-31,Chandigarh,Monthly,9.52,328282.0,37.95,Urban,2019.0,August,0,22.38666666666667,-14.670000000000002
186,2019-08-31,Goa,Monthly,4.9,243277.0,31.97,Urban,2019.0,August,0,12.870000000000003,-4.619999999999999
175,2019-08-31,Meghalaya,Monthly,5.8,259433.0,52.27,Urban,2019.0,August,0,6.740000000000002,0.8999999999999995
252,2019-09-30,Delhi, Monthly,12.5,166056.0,40.68,Rural,2019.0,September,0,7.733333333333335,6.7
251,2019-09-30,Rajasthan, Monthly,5.45,15419779.0,39.24,Rural,2019.0,September,0,7.916666666666668,-7.05
250,2019-09-30,Himachal Pradesh, Monthly,15.98,2039804.0,45.02,Rural,2019.0,September,0,11.310000000000002,10.530000000000001
249,2019-09-30,Tamil Nadu, Monthly,1.71,14595441.0,45.62,Rural,2019.0,September,0,7.713333333333336,-14.27
244,2019-09-30,Uttar Pradesh,Monthly,13.58,13522970.0,40.07,Urban,2019.0,September,0,10.423333333333336,11.870000000000001
247,2019-09-30,Himachal Pradesh,Monthly,12.0,247210.0,45.87,Urban,2019.0,September,0,9.09666666666667,-1.58
246,2019-09-30,Gujarat,Monthly,5.96,9609939.0,41.75,Urban,2019.0,September,0,10.513333333333335,-6.04
245,2019-09-30,Haryana,Monthly,26.84,2675862.0,43.7,Urban,2019.0,September,0,14.933333333333337,20.88
253,2019-09-30,Tripura, Monthly,30.23,1034408.0,65.9,Rural,2019.0,September,0,21.01,3.3900000000000006
